week_start,digital_catchuptv_bledina_brand-equity_spends,digital_dataretailers_bledina_brand-equity_spends,digital_directbuying_bledina_brand-equity_spends,digital_keywordtargeting_bledina_brand-equity_spends,digital_nativeads_bledina_brand-equity_spends,digital_programmatic_bledina_brand-equity_spends,digital_sea_bledina_brand-equity_spends,digital_social_bledina_brand-equity_spends,press_equity_bledina_brand-equity_spends,tv_equity_bledina_brand-equity_spends,digital_dataretailers_bledina_brand-range_spends,digital_directbuying_bledina_brand-range_spends,digital_keywordtargeting_bledina_brand-range_spends,digital_programmatic_bledina_brand-range_spends,digital_sea_bledina_brand-range_spends,digital_social_bledina_brand-range_spends,press_product_bledina_brand-range_spends,app_total_bledina_brand_visits,crm_automatic_bledina_brand_emails,crm_event_bledina_brand_emails,website_total_bledina_brand_visits,competition_digital_competition-nestle_total_spends,competition_digital_competition-others_total_spends,competition_ooh_competition-nestle_total_spends,competition_ooh_competition-others_total_spends,competition_press_competition-nestle_total_spends,competition_press_competition-others_total_spends,competition_tv_competition-nestle_total_spends,competition_tv_competition-others_total_spends,macroeconomic_total_total_total_cci,macroeconomic_total_total_total_holiday,macroeconomic_total_total_total_livebirths,macroeconomic_total_total_total_lockdownflag,macroeconomic_total_total_total_population,macroeconomic_total_total_total_unemploymentrate,macroeconomic_total_total_total_weeklycases,macroeconomic_total_total_total_weeklydeath,digital_catchuptv_bledina_product_spends,digital_dataretailers_bledina_product_spends,digital_keywordtargeting_bledina_product_spends,digital_programmatic_bledina_product_spends,digital_social_bledina_product_spends,press_product_bledina_product_spends,tv_product_bledina_product_spends,promo_total_bledina_bledina_spends,retail_total_bledina_product_volume,retail_total_bledina_product_dvm,retail_total_bledina_product_price,competition_retail_competition_nonorganic_dvm,competition_retail_competition_nonorganic_price,Sales
28-08-2017,0,0,0,0,0,0,6322.64,0,20590.27,0,0,0,0,0,0,0,0,0,47436,5354,76574,3100,26564.51613,0,27412.90323,0,59154.83871,171354.8387,32190.32258,102.1428571,0,63385,0,64692857.14,9.2,0,0,0.020578114,2420.661838,0,11679.69956,884.2130868,0,0,99617.9812,1044800.228,62.52642125,5.8584367,46.83568872,4.746006251,6120896
04-09-2017,0,0,0,0,1012.699275,0,3331.07,0,8100,2482.84,0,0,0,0,0,0,0,0,52358,33192,71676,7233.333333,47833.33333,0,27533.33333,0,83533.33333,0,16100,101,0,61693,0,64702000,9.2,0,0,0.013670367,0.27019751,0,728.7658884,197.843185,0,0,129224.2609,1015955.935,63.97955985,5.900055106,49.26817178,4.869774969,5994196
11-09-2017,0,0,0,0,2345.91426,0,4361.59,0,0,2482.84,0,0,0,0,0,0,0,0,63588,8809,82400,7233.333333,47833.33333,0,27533.33333,0,83533.33333,0,16100,101,0,61693,0,64702000,9.2,0,0,0,0.069802702,0,627.3988602,0,0,16795.54,33951.43857,862471.2397,61.8230097,6.000891116,48.98124632,4.704603145,5175596
18-09-2017,0,0,4001.707126,0,2420.689968,0.035194744,3813.12,0,0,2482.84,0,0,0,0,0,0,0,0,69505,20398,86014,7233.333333,47833.33333,0,27533.33333,0,83533.33333,0,16100,101,0,61693,0,64702000,9.2,0,0,0,0.036980794,0,1421.664052,0,0,108208.41,19876.7426,809736.9162,61.84909278,6.031583719,49.14980004,4.663978427,4883996
25-09-2017,0,0,2.660986011,0,2656.25764,0.66905047,3439.55,0,0,2482.84,0,0,0,0,0,0,0,0,24510,9114,100296,10361.29032,44064.51613,0,23632.25806,0,87470.96774,0,53896.77419,100.8571429,0,61998.28571,0,64703857.14,9.114285714,0,0,18397.19264,0.021535644,0,1264.436084,11.76358038,0,67625.53,22191.80213,888853.927,65.62326117,6.164900479,54.34502906,4.944803568,5479696
02-10-2017,0,0,587.4120338,0,2869.392139,1901.520798,3739.17,0,34650,2482.84,0,0,0,0,0,0,0,0,41437,0,119382,29129.03226,21451.6129,0,225.8064516,0,111096.7742,0,280677.4194,100,0,63830,0,64715000,8.6,0,0,12313.98297,0.043189028,0,9335.482026,6004.172148,0,70991.69,59887.40927,977455.4716,61.93522368,5.895915637,51.64522152,4.809039737,5762995
09-10-2017,0,0,660.3615408,0,2909.617404,7644.387393,4887.77,0,0,2482.84,0,0,0,0,0,0,0,0,53938,0,102224,29129.03226,21451.6129,0,225.8064516,0,111096.7742,0,280677.4194,100,0,63830,0,64715000,8.6,0,0,10382.91084,0.010125697,0,10129.35864,2216.967963,0,0,112792.8617,885147.6665,59.78115708,5.826366826,50.04975324,4.843443262,5157195
16-10-2017,0,0,638.4004863,0,2782.592945,14182.64799,5494.63,0,5000,8754.92,0,0,0,0,0,0,0,0,42846,0,121321,29129.03226,21451.6129,0,225.8064516,0,111096.7742,0,280677.4194,100,0,63830,0,64715000,8.6,0,0,6067.104117,0.01679117,0,13172.73227,4987.437811,0,18693.57,97061.65927,852393.5526,59.54983951,5.94196775,48.45267215,4.808277547,5064895
23-10-2017,0,0,637.4220502,0,2673.096653,27869.75457,4846.96,0,0,0,0,0,0,0,0,0,0,0,23317,0,121318,29129.03226,21451.6129,0,225.8064516,0,111096.7742,0,280677.4194,100,0,63830,0,64715000,8.6,0,0,2048.556368,0.057761402,0,7966.467666,2490.456403,0,86503.99,26559.75359,837570.4136,61.51335018,6.044858937,49.60300004,4.833310238,5062995
30-10-2017,0,0,1396.650652,0,2897.787942,27169.18782,4656.09,0,9000,804.9,0,0,0,0,0,0,0,0,45558,0,111672,37655.91398,97295.69892,0,231.1827957,0,104741.9355,0,904360.2151,102.1428571,1,61639.28571,0,64723571.43,8.6,0,0,0.253057466,0.007697073,0,8615.743114,4972.302451,0,119387.96,41087.75542,957397.1359,64.27864301,5.952856225,51.76375817,4.830066384,5699247.5
06-11-2017,0,0,747.580879,0,2603.923765,28040.98704,3674.51,0,0,3433.01,0,0,0,0,0,0,0,0,58482,0,94391,41066.66667,127633.3333,0,233.3333333,0,102200,0,1153833.333,103,1,60763,0,64727000,8.6,0,0,0,0.014913203,0,2953.892061,3431.25407,0,123039.61,16920.58876,898386.1866,63.4259306,6.028751979,52.12840156,4.836226455,5416147.5
13-11-2017,0,0,1346.852254,0,2755.747712,15438.39554,4480.59,5.231010661,0,3433.01,0,0,0,0,0,0,0,0,31427,19969,83567,41066.66667,127633.3333,0,233.3333333,0,102200,0,1153833.333,103,0,60763,0,64727000,8.6,0,0,0,37.64646122,0,8664.080733,6480.196381,0,86261.54,3214.182164,822608.0445,60.79664706,6.059322582,47.17031382,4.832734168,4984447.5
20-11-2017,0,0,1893.468219,0,3000.708693,16783.57039,5038.85,12164.0348,0,93531.97,0,0,0,0,0,0,0,0,85366,33855,92143,41066.66667,127633.3333,0,233.3333333,0,102200,0,1153833.333,103,0,60763,0,64727000,8.6,0,0,0,3416.545289,0,8615.558976,3509.348105,0,0,17857.15332,955590.4527,61.17156481,5.890962477,47.83727256,4.807839937,5629347.5
27-11-2017,0,0,2181.541359,0,3405.013276,13407.32717,5350.89,12437.90964,0,126165.33,0,0,0,0,0,0,0,0,24199,1408,92544,52886.02151,96062.36559,0,230.1075269,0,180432.2581,134903.2258,666107.5269,104.2857143,0,60796.42857,0,64730857.14,8.6,0,0,0,11291.16101,0,8365.998776,4699.623108,0,0,23360.15423,880252.919,63.3699851,6.009525087,51.84135626,4.837738056,5289902
04-12-2017,0,7627.137474,1793.463835,0,3774.191774,1067.101904,5174.74,10980.97553,0,117727.2,0,0,0,0,0,0,0,0,93116,44820,81980,68645.16129,53967.74194,0,225.8064516,0,284741.9355,314774.1935,15806.45161,106,0,60841,0,64736000,8.6,0,0,0,5633.485222,0,8862.948604,1550.874064,0,0,14912.71147,922939.5982,64.40621521,6.0077626,52.28272644,4.837957985,5544802
11-12-2017,0,9178.584405,1612.993642,0,3681.565094,19.27798271,5138.27,6436.79042,0,137429.77,0,0,0,0,0,0,0,0,19597,0,84847,68645.16129,53967.74194,0,225.8064516,0,284741.9355,314774.1935,15806.45161,106,0,60841,0,64736000,8.6,0,0,0,7013.818061,0,5552.128866,1485.051401,0,0,3054.16568,842735.7998,63.61620835,6.048873207,50.23525688,4.795375737,5097602
18-12-2017,0,8855.174047,2143.169778,0,4637.773524,0,3824.19,5460.604103,0,2488.15,0,0,0,0,0,0,0,0,53499,0,70816,68645.16129,53967.74194,0,225.8064516,0,284741.9355,314774.1935,15806.45161,106,0,60841,0,64736000,8.6,0,0,0,2607.050712,0,1.052249734,1535.809538,0,0,1143.742604,877473.6354,64.53052115,6.048275169,51.82202314,4.854715883,5307202
25-12-2017,0,9335.518551,1470.712654,0,5467.082289,0.175043463,3596.8,8203.457329,0,0,0,0,0,0,0,0,0,0,21055,0,79513,68645.16129,53967.74194,0,225.8064516,0,284741.9355,314774.1935,15806.45161,106,1,60841,0,64736000,8.6,0,0,0,0.194285004,0,0.724049314,1867.265051,0,0,71.24260355,886822.4843,64.20617305,6.035821255,52.7243287,4.846750408,5352702
01-01-2018,0,2.706345983,1605.94226,0,35.42062967,0.470406521,3697.36,24.98717944,0,0,0,0,0,0,0,0,0,0,73251,21881,59817,1129.032258,1354.83871,0,225.8064516,0,2935.483871,4741.935484,9709.677419,105,1,59752,0,64738000,8.9,0,0,0,0.05100171,0,1.003986906,2723.132196,0,0,34383.40219,1052507.953,60.87498058,5.858739576,47.70161719,4.739753969,6166370
08-01-2018,0,0.449623074,1757.861781,0,18.51398903,0.813621316,3664.51,0,0,2009.55,0,0,0,0,0,0,0,0,62352,0,64658,1129.032258,1354.83871,0,225.8064516,0,2935.483871,4741.935484,9709.677419,105,0,59752,0,64738000,8.9,0,0,0,0.0365141,0,1.03058832,2053.1232,0,89771.15,37820.91746,931238.0305,60.44434943,6.020018316,45.97866643,4.787701307,5606070
15-01-2018,518.4195355,0.161744002,2074.968901,0,15.67222601,32.09603523,3648.98,0,0,2009.55,0,0,0,0,0,0,0,0,52555,0,59864,1129.032258,1354.83871,0,225.8064516,0,2935.483871,4741.935484,9709.677419,105,0,59752,0,64738000,8.9,0,0,0,0.034449189,0,0.582803063,1.160408205,0,82893.99,109740.5509,940654.282,60.10372571,5.979848397,53.2078223,4.770752433,5624970
22-01-2018,549.8602634,0.078410514,2305.065515,0,11.62004155,21.17276554,3604.67,0,0,2009.55,0,0,0,0,0,0,0,0,52319,30962,58028,1129.032258,1354.83871,0,225.8064516,0,2935.483871,4741.935484,9709.677419,105,0,59752,0,64738000,8.9,0,0,0,0.022819977,0,0.337100405,1.516070346,0,85367.71,67119.57894,839519.7652,61.73372327,6.026028462,51.3111439,4.682635845,5058970
29-01-2018,630.2526537,0.117794,2082.771271,0,9.735710489,21.16479769,3778.95,0.009990786,0,2009.55,0,0,0,0,0,0,0,0,49411,0,60627,2483.870968,1866.359447,0,239.6313364,0,10972.35023,246746.5438,12304.14747,102.7142857,0,55741.14286,0,64736857.14,8.9,0,0,0,0.060508311,0,0.628461107,0,0,77299.43,44955.17692,880675.4078,62.08372363,5.92767205,51.43557081,4.823890051,5220355
05-02-2018,725.3925783,0.023782427,4189.927821,0,5.33893801,12403.5719,3945.95,0,0,2009.55,0,0,0,0,0,0,0,0,58662,0,82847,3500,2250,0,250,0,17000,428250,14250,101,0,52733,0,64736000,8.9,0,0,0,0.001728809,0,0.631303882,0.405416363,7803,23684.48,20871.6044,887427.9177,62.21317938,5.938572469,51.31429141,4.854189349,5270055
12-02-2018,610.9088517,0.011751434,7789.973841,0,1.240954288,27664.3967,3823.71,0,0,1709.25,0,0,0,0,0,0,0,0,54372,0,84730,3500,2250,0,250,0,17000,428250,14250,101,0,52733,0,64736000,8.9,0,0,0,0.0051248,0,0.48553353,0,0,0,14897.3965,803864.8855,61.22420759,5.993488566,49.99606548,4.822206441,4817955
19-02-2018,753.1957691,0,7263.956014,0,0.314055177,20231.0495,3857.62,0,0,1709.25,0,0,0,0,0,0,0,0,54564,31739,82162,3500,2250,0,250,0,17000,428250,14250,101,0,52733,0,64736000,8.9,0,0,0,0,0,0.306955139,0,0,0,138581.631,876698.2775,59.94329893,5.761908207,49.68481251,4.803304664,5051455
26-02-2018,672.9443686,0,3499.89314,0,2.497174996,20268.93259,3648,0,0,1742.43,0,0,0,0,0,0,0,0,17417,0,87079,2016.129032,13480.41475,0,236.1751152,0,28447.00461,407793.7788,181720.0461,100.4285714,0,54823.28571,0,64734857.14,8.9,0,0,0,0,0,0.248136092,0,0,0,16446.83613,900307.4287,62.99219326,5.944649382,52.56595437,4.831068807,5352012
05-03-2018,675.8487587,0,2315.24147,0,0,12133.44933,3576.4,0,0,1792.2,0,0,0,0,0,0,0,0,106946,0,82872,903.2258065,21903.22581,0,225.8064516,0,37032.25806,392451.6129,307322.5806,100,0,56391,0,64734000,8.9,0,0,0,0.001728809,0,0.277049136,0,0,0,71362.07702,1194838.059,62.7374369,5.717772338,50.80995932,4.74517774,6831812
12-03-2018,666.9945985,0.004180684,0,0,0.942165531,0,3727.26,0,0,2010.2,0,0,0,0,0,0,0,0,17506,0,103819,903.2258065,21903.22581,0,225.8064516,0,37032.25806,392451.6129,307322.5806,100,0,56391,0,64734000,8.9,0,0,0,0,0,0.249384887,3.121902735,0,0,33087.82857,844801.637,61.08191856,5.975618156,48.42845279,4.782097684,5048212
19-03-2018,661.3268081,0.003386162,0,0,0.314055177,10000,3843.83,0,0,2010.2,0,0,0,0,0,0,0,0,88264,33994,80296,903.2258065,21903.22581,0,225.8064516,0,37032.25806,392451.6129,307322.5806,100,0,56391,0,64734000,8.9,0,0,2385.770909,0,0,1676.601297,4444.544733,0,0,88.21428571,790387.9658,61.37284247,6.105877378,46.23955904,4.740585745,4826012
26-03-2018,666.3460454,0,0,0,0.628110354,0,4003.79,0,0,2010.2,0,0,0,0,0,0,0,0,23221,0,66507,774.1935484,25074.19355,0,226.8817204,0,33608.60215,369320.4301,265219.3548,100.1428571,0,56244.28571,0,64733142.86,8.885714286,0,0,4654.972863,0,0,2697.085272,2754.857102,0,0,123.5,874988.7238,63.18483609,6.010148311,48.69866535,4.800652768,5258812
02-04-2018,605.1846653,0.013081395,0,0,0,2.113482587,3872.31,8623.148984,0,2010.2,0,0,0,0,0,0,0,0,57644,0,62516,0,44100,0,233.3333333,0,13066.66667,230533.3333,12600,101,1,55364,0,64728000,8.8,0,0,5161.370703,0.001743845,0,3726.382618,3764.638604,0,0,6333.571429,931176.2977,63.20388425,5.908029998,50.81047977,4.838699918,5501417.5
09-04-2018,296.7835524,0,0,0,0,4962.607574,3762.84,11927.07768,0,1574.25,0,0,0,0,0,0,0,0,66904,0,70247,0,44100,0,233.3333333,0,13066.66667,230533.3333,12600,101,0,55364,0,64728000,8.8,0,0,5140.328748,0,0,20476.12424,3527.245521,0,0,84376.21429,944407.051,61.64983609,5.839873277,45.39177228,4.752937568,5515217.5
16-04-2018,287.7038086,0,0,0,0,7092.239331,3722.89,10934.08793,0,1574.25,0,0,0,0,0,0,0,0,57929,0,90138,0,44100,0,233.3333333,0,13066.66667,230533.3333,12600,101,0,55364,0,64728000,8.8,0,0,5012.231877,0,0,9886.283791,12069.95914,0,0,85415.75,806430.5899,60.19632477,5.998554073,44.75659374,4.773301226,4837417.5
23-04-2018,1187.416189,0,0,0,1.555009465,8619.226691,3957.05,9819.84389,0,1574.25,0,0,0,0,0,0,0,0,70498,46878,90197,0,44100,0,233.3333333,0,13066.66667,230533.3333,12600,101,0,55364,0,64728000,8.8,0,0,5555.147179,0,0,17714.32717,17246.75287,0,0,33627.67857,888380.1912,64.31768107,5.993287055,50.37936121,4.860539498,5324317.5
30-04-2018,676.0179464,0.001441105,0,0,0,12970.8143,3774.9,10161.9731,0,1574.25,0,0,0,0,0,0,0,0,60193,0,77373,0,8041.935484,0,226.8817204,0,61286.02151,37384.94624,13219.35484,99.28571429,1,60393.71429,0,64730571.43,8.8,0,0,4338.389742,0,0,13612.86003,46087.49155,0,0,14578.35989,965918.6733,61.42812161,5.88879805,48.38221753,4.754725472,5688100
07-05-2018,676.4127179,0,0,0,0,39671.98293,3773.71,9721.694241,0,1840.7,0,0,0,0,0,0,0,0,65388,0,107639,0,2032.258065,0,225.8064516,0,69322.58065,5193.548387,13322.58065,99,2,61232,0,64731000,8.8,0,0,6179.559718,0,0,44014.72446,25721.67194,0,0,27462.57308,884229.9043,61.58812768,5.949923175,48.0785456,4.805311004,5261100
14-05-2018,659.2119609,0.001693081,0,0,0,34084.54934,3716.54,11970.96738,0,1840.7,0,0,0,0,0,0,0,0,57229,0,108623,0,2032.258065,0,225.8064516,0,69322.58065,5193.548387,13322.58065,99,0,61232,0,64731000,8.8,0,0,5247.326069,0,0,46939.86624,12469.08409,0,0,27647.47418,844345.5467,60.56530705,5.953723591,45.99653398,4.818511064,5027000
21-05-2018,618.7760831,0,0,0,0,27384.98415,3841.16,6721.904121,0,64774.8,0,0,0,0,0,0,0,0,80450,60765,66988,0,2032.258065,0,225.8064516,0,69322.58065,5193.548387,13322.58065,99,0,61232,0,64731000,8.8,0,0,4111.956441,0,0,19914.33547,16189.84182,0,0,9661.66635,838080.3682,60.25320413,5.948474859,47.30772875,4.831628904,4985300
28-05-2018,727.845801,0,27.45471878,0,0,1711.048511,4004.11,2.230610172,0,279510.37,0,0,0,0,0,0,0,0,927,0,33753,0,6361.290323,0,229.0322581,0,63112.90323,4567.741935,11812.90323,97.71428571,0,60829.14286,0,64735714.29,8.8,0,0,912.8447131,0,0,11787.23245,15612.20738,0,0,31537.57459,964255.3389,60.95486191,5.940113338,50.55181241,4.749629606,5727786
04-06-2018,6285.925226,0,987.767897,0,0.314055177,11998.43387,3905.49,3526.027519,0,67931.39,0,75.17559778,0,785.8243451,0,0,0,0,46077,0,59259,0,12133.33333,0,233.3333333,0,54833.33333,3733.333333,9800,96,0,60292,0,64742000,8.8,0,0,0.049767277,0,0,9754.460568,5990.693604,0,0,43568.85701,998056.3317,61.12433327,5.920293086,51.58564106,4.81460943,5908786
11-06-2018,7370.922185,0,5909.649536,0,0,10957.7788,3632.81,3873.460448,0,53434.81,0,265.023366,0,714.1756549,0,0,0,0,96558,49169,56664,0,12133.33333,0,233.3333333,0,54833.33333,3733.333333,9800,96,0,60292,0,64742000,8.8,0,0,0.014755518,0,0,9449.953033,6163.939734,0,0,5098.00536,852297.772,58.52006709,6.085063425,48.46758087,4.796902358,5186286
18-06-2018,5159.727447,0,7141.396256,0,0,13448.53373,2574.6,3076.239911,0,118993.73,0,159.786932,0,0,0,0,0,0,94424,50744,61380,0,12133.33333,0,233.3333333,0,54833.33333,3733.333333,9800,96,1,60292,0,64742000,8.8,0,0,0.021759293,0,0,10369.33606,5976.173569,0,0,18529.18565,882931.2682,58.23506972,5.985614272,48.17544225,4.782307167,5284886
25-06-2018,5273.634215,0,10633.30601,0,0,13993.39452,1595.09,2388.145609,0,78353.36,0,0,0,0,0,0,0,0,55094,44712,50102,225.8064516,11335.48387,0,2425.806452,0,60451.6129,3200,33400,96,0,60939.28571,0,64743857.14,8.785714286,0,0,0,0.007909453,0,7789.888732,5864.69693,0,0,10921.41863,878202.7247,59.56129973,5.987667599,49.63766014,4.755595479,5258386
02-07-2018,7132.227755,0,8340.63964,0,0,15265.90234,3444.72,1995.276512,0,62661.7,0,0,0,0,0,0,0,0,45810,0,38851,1580.645161,6548.387097,0,15580.64516,0,94161.29032,0,175000,96,0,64823,0,64755000,8.7,0,0,0,0,0,0.191590893,2.132332597,0,0,53430.41534,1018688.518,60.25754593,5.906569962,50.61726384,4.787599237,6016955
09-07-2018,13712.18798,0.004180684,8178.106532,0,0.314055177,16187.22581,2584.81,2374.081608,0,17653.23,0,0,0,0,0,0,0,0,62223,0,54247,1580.645161,6548.387097,0,15580.64516,0,94161.29032,0,175000,96,1,64823,0,64755000,8.7,0,0,0.007377759,0,0,0.116117816,13.06620209,0,0,53865.71021,883409.2646,60.33987919,5.981774487,48.31400502,4.861970796,5284355
16-07-2018,21575.17069,0.002487603,904.238024,0,0.314055177,16711.31114,3925.25,2727.634982,0,41250.38,0,0.01410424,0,0,0,0,0,0,85956,55626,67863,1580.645161,6548.387097,0,15580.64516,0,94161.29032,0,175000,96,0,64823,0,64755000,8.7,0,0,0.007377759,0,0,0.168884502,0.0048732,0,0,328.4089252,862982.4968,60.26550623,6.01038262,48.84800252,4.889482282,5186855
23-07-2018,19246.78923,0,873.5462345,0,0.298788756,17365.55388,3770.8,2281.233152,0,32962.94,0,0,0,0,0,0,0,0,9558,0,73865,1580.645161,6548.387097,0,15580.64516,0,94161.29032,0,175000,96,0,64823,0,64755000,8.7,0,0,0,0,0,0.125752942,0,0,0,667.7935406,861101.8185,60.39624312,6.015264268,49.52740264,4.83220321,5179755
30-07-2018,16712.9545,0.001693081,908.3153654,0,0,17590.29348,3702.9,2580.093187,0,16475.56,0,0,0,0,0,0,0,0,62003,0,75704,6258.064516,2193.548387,1129.032258,4612.903226,2096.774194,32225.80645,216129.0323,90645.16129,96,0,64135.14286,0,64765000,8.7,0,0,0,0,0,0.024530514,0.001622244,0,0,16340.29833,950984.2701,59.15017879,6.004944224,51.44424585,4.840768272,5710607.5
